datum,ingredient_name,ingredient_amount
2022-03-05,champinjoner,120.0
2022-03-05,entrecote,480.0
2022-03-05,fläskfile,480.0
2022-03-05,jalapeno,40.0
2022-03-05,kalventrecote,150.0
2022-03-05,kapris,5.0
2022-03-05,mixsallad,20.0
2022-03-05,morot,75.0
2022-03-05,oxfile,80.0
2022-03-05,paprika_grön,75.0
2022-03-05,pizzabotten,750.0
2022-03-05,pommes_frites,1300.0
2022-03-05,riven_ost,300.0
2022-03-05,rödlök,100.0
2022-03-05,rödvinssås,240.0
2022-03-05,skinka,45.0
2022-03-05,ströbröd,60.0
2022-03-05,tomat,100.0
2022-03-05,tomatsås,300.0
2022-03-05,vetemjöl,15.0
2022-03-05,zucchini,75.0
2022-03-05,ägg,60.0
2022-03-06,aioli,400.0
2022-03-06,bacon,160.0
2022-03-06,baguette,200.0
2022-03-06,balsamico,15.0
2022-03-06,bearnaisesås,385.0
2022-03-06,blomkål,150.0
2022-03-06,blåbär,15.0
2022-03-06,bröd,80.0
2022-03-06,caesardressing,120.0
2022-03-06,champinjoner,240.0
2022-03-06,cheddar,75.0
2022-03-06,chili,5.0
2022-03-06,chokladkaka,80.0
2022-03-06,chokladsås,30.0
2022-03-06,citron,20.0
2022-03-06,coleslaw,200.0
2022-03-06,entrecote,1200.0
2022-03-06,fisk,420.0
2022-03-06,fläskfile,720.0
2022-03-06,grädde,60.0
2022-03-06,hamburgarbröd,250.0
2022-03-06,hamburgardressing,150.0
2022-03-06,högrev,500.0
2022-03-06,inlagd_gurka,100.0
2022-03-06,jalapeno,120.0
2022-03-06,kalventrecote,300.0
2022-03-06,kapris,10.0
2022-03-06,krutonger,90.0
2022-03-06,kyckling,600.0
2022-03-06,köttfärs,120.0
2022-03-06,lakritsglass,70.0
2022-03-06,linguini,600.0
2022-03-06,mixsallad,60.0
2022-03-06,morot,150.0
2022-03-06,mozarella,60.0
2022-03-06,nacho_chips,160.0
2022-03-06,oxfile,160.0
2022-03-06,pannkakor,260.0
2022-03-06,paprika_grön,150.0
2022-03-06,pepparsås,90.0
2022-03-06,pesto,30.0
2022-03-06,pizzabotten,1250.0
2022-03-06,pommes_frites,3640.0
2022-03-06,remouladsås,140.0
2022-03-06,riven_ost,700.0
2022-03-06,romansallad,270.0
2022-03-06,rödlök,430.0
2022-03-06,rödvinssås,440.0
2022-03-06,skinka,45.0
2022-03-06,soltorkade_tomater,30.0
2022-03-06,stekolja,10.0
2022-03-06,ströbröd,120.0
2022-03-06,tomat,380.0
2022-03-06,tomatsås,500.0
2022-03-06,vaniljglass,100.0
2022-03-06,vetemjöl,30.0
2022-03-06,vitlök,5.0
2022-03-06,vitlökssmör,60.0
2022-03-06,zucchini,150.0
2022-03-06,ägg,120.0
2022-03-07,aioli,400.0
2022-03-07,bacon,60.0
2022-03-07,baguette,150.0
2022-03-07,balsamico,5.0
2022-03-07,barn_hamburgare,90.0
2022-03-07,bearnaisesås,420.0
2022-03-07,blomkål,165.0
2022-03-07,blåbär,0.0
2022-03-07,caesardressing,40.0
2022-03-07,champinjoner,120.0
2022-03-07,cheddar,30.0
2022-03-07,chokladsås,0.0
2022-03-07,citron,20.0
2022-03-07,coleslaw,200.0
2022-03-07,entrecote,1200.0
2022-03-07,fisk,420.0
2022-03-07,fläskfile,800.0
2022-03-07,grädde,0.0
2022-03-07,hamburgarbröd,150.0
2022-03-07,hamburgardressing,60.0
2022-03-07,högrev,200.0
2022-03-07,inlagd_gurka,40.0
2022-03-07,jalapeno,160.0
2022-03-07,kalventrecote,450.0
2022-03-07,kapris,15.0
2022-03-07,krutonger,30.0
2022-03-07,kyckling,150.0
2022-03-07,kycklingvingar,450.0
2022-03-07,köttfärs,300.0
2022-03-07,linguini,600.0
2022-03-07,mixsallad,60.0
2022-03-07,morot,165.0
2022-03-07,mozarella,20.0
2022-03-07,nacho_chips,400.0
2022-03-07,oxfile,120.0
2022-03-07,paprika_grön,165.0
2022-03-07,pepparsås,180.0
2022-03-07,pizzabotten,750.0
2022-03-07,pommes_frites,2970.0
2022-03-07,remouladsås,140.0
2022-03-07,riven_ost,600.0
2022-03-07,romansallad,90.0
2022-03-07,rödlök,260.0
2022-03-07,rödvinssås,480.0
2022-03-07,ströbröd,180.0
2022-03-07,tomat,240.0
2022-03-07,tomatsås,300.0
2022-03-07,vaniljglass,0.0
2022-03-07,vetemjöl,45.0
2022-03-07,zucchini,165.0
2022-03-07,ägg,180.0
2022-03-08,aioli,80.0
2022-03-08,bacon,40.0
2022-03-08,baguette,100.0
2022-03-08,bearnaisesås,35.0
2022-03-08,blomkål,15.0
2022-03-08,champinjoner,80.0
2022-03-08,cheddar,30.0
2022-03-08,coleslaw,80.0
2022-03-08,entrecote,240.0
2022-03-08,hamburgarbröd,100.0
2022-03-08,hamburgardressing,60.0
2022-03-08,högrev,200.0
2022-03-08,inlagd_gurka,40.0
2022-03-08,jalapeno,40.0
2022-03-08,morot,15.0
2022-03-08,oxfile,80.0
2022-03-08,paprika_grön,15.0
2022-03-08,pizzabotten,500.0
2022-03-08,pommes_frites,540.0
2022-03-08,riven_ost,240.0
2022-03-08,rödlök,140.0
2022-03-08,rödvinssås,40.0
2022-03-08,tomat,120.0
2022-03-08,tomatsås,200.0
2022-03-08,vitlökssmör,30.0
2022-03-08,zucchini,15.0
2022-03-09,aioli,40.0
2022-03-09,bacon,20.0
2022-03-09,barn_hamburgare,90.0
2022-03-09,cheddar,15.0
2022-03-09,coleslaw,40.0
2022-03-09,hamburgarbröd,100.0
2022-03-09,hamburgardressing,30.0
2022-03-09,högrev,100.0
2022-03-09,inlagd_gurka,20.0
2022-03-09,pommes_frites,270.0
2022-03-09,rödlök,30.0
2022-03-09,tomat,20.0
2022-03-10,aioli,720.0
2022-03-10,bacon,140.0
2022-03-10,baguette,300.0
2022-03-10,balsamico,10.0
2022-03-10,bearnaisesås,245.0
2022-03-10,blomkål,90.0
2022-03-10,bröd,240.0
2022-03-10,caesardressing,80.0
2022-03-10,champinjoner,40.0
2022-03-10,cheddar,75.0
2022-03-10,coleslaw,320.0
2022-03-10,entrecote,480.0
2022-03-10,fläskfile,560.0
2022-03-10,halkidiki_oliver,90.0
2022-03-10,halloumi,100.0
2022-03-10,hamburgarbröd,300.0
2022-03-10,hamburgardressing,150.0
2022-03-10,högrev,500.0
2022-03-10,inlagd_gurka,120.0
2022-03-10,jalapeno,20.0
2022-03-10,kalamata_oliver,90.0
2022-03-10,kalventrecote,300.0
2022-03-10,kapris,10.0
2022-03-10,krutonger,60.0
2022-03-10,kyckling,750.0
2022-03-10,kycklingvingar,300.0
2022-03-10,linguini,300.0
2022-03-10,mixsallad,100.0
2022-03-10,morot,90.0
2022-03-10,mozarella,40.0
2022-03-10,oxfile,40.0
2022-03-10,paprika_grön,90.0
2022-03-10,pepparsås,90.0
2022-03-10,pizzabotten,250.0
2022-03-10,pommes_frites,3320.0
2022-03-10,riven_ost,140.0
2022-03-10,romansallad,180.0
2022-03-10,rödlök,360.0
2022-03-10,rödvinssås,280.0
2022-03-10,srirachadressing,30.0
2022-03-10,ströbröd,120.0
2022-03-10,tomat,300.0
2022-03-10,tomatsås,100.0
2022-03-10,vetemjöl,30.0
2022-03-10,vitlökssmör,30.0
2022-03-10,zucchini,90.0
2022-03-10,ägg,120.0
2022-03-11,aioli,80.0
2022-03-11,bacon,20.0
2022-03-11,baguette,0.0
2022-03-11,balsamico,5.0
2022-03-11,bearnaisesås,140.0
2022-03-11,blomkål,90.0
2022-03-11,caesardressing,40.0
2022-03-11,champinjoner,160.0
2022-03-11,cheddar,0.0
2022-03-11,chili,5.0
2022-03-11,citron,20.0
2022-03-11,coleslaw,0.0
2022-03-11,entrecote,480.0
2022-03-11,fisk,420.0
2022-03-11,fläskfile,400.0
2022-03-11,halkidiki_oliver,0.0
2022-03-11,hamburgarbröd,0.0
2022-03-11,hamburgardressing,0.0
2022-03-11,högrev,0.0
2022-03-11,inlagd_gurka,0.0
2022-03-11,jalapeno,80.0
2022-03-11,kalamata_oliver,0.0
2022-03-11,kalventrecote,150.0
2022-03-11,kapris,5.0
2022-03-11,krutonger,30.0
2022-03-11,kyckling,150.0
2022-03-11,kycklingvingar,0.0
2022-03-11,köttfärs,120.0
2022-03-11,linguini,1200.0
2022-03-11,mixsallad,20.0
2022-03-11,morot,90.0
2022-03-11,mozarella,20.0
2022-03-11,nacho_chips,160.0
2022-03-11,oxfile,80.0
2022-03-11,paprika_grön,90.0
2022-03-11,pepparsås,270.0
2022-03-11,pesto,30.0
2022-03-11,pizzabotten,750.0
2022-03-11,pommes_frites,1080.0
2022-03-11,remouladsås,140.0
2022-03-11,riven_ost,420.0
2022-03-11,romansallad,90.0
2022-03-11,rödlök,120.0
2022-03-11,rödvinssås,160.0
2022-03-11,skinka,45.0
2022-03-11,soltorkade_tomater,30.0
2022-03-11,stekolja,10.0
2022-03-11,ströbröd,60.0
2022-03-11,tomat,120.0
2022-03-11,tomatsås,300.0
2022-03-11,vetemjöl,15.0
2022-03-11,vitlök,5.0
2022-03-11,vitlökssmör,0.0
2022-03-11,zucchini,90.0
2022-03-11,ägg,60.0
2022-03-12,aioli,80.0
2022-03-12,bearnaisesås,35.0
2022-03-12,blomkål,15.0
2022-03-12,bröd,80.0
2022-03-12,fläskfile,160.0
2022-03-12,kyckling,150.0
2022-03-12,mixsallad,20.0
2022-03-12,morot,15.0
2022-03-12,paprika_grön,15.0
2022-03-12,pommes_frites,360.0
2022-03-12,rödlök,20.0
2022-03-12,rödvinssås,40.0
2022-03-12,tomat,20.0
2022-03-12,zucchini,15.0
2022-03-13,aioli,1080.0
2022-03-13,bacon,360.0
2022-03-13,baguette,250.0
2022-03-13,barn_hamburgare,450.0
2022-03-13,bearnaisesås,700.0
2022-03-13,blomkål,375.0
2022-03-13,blåbär,15.0
2022-03-13,bröd,160.0
2022-03-13,champinjoner,80.0
2022-03-13,cheddar,270.0
2022-03-13,chili,5.0
2022-03-13,chokladsås,30.0
2022-03-13,citron,30.0
2022-03-13,coleslaw,760.0
2022-03-13,entrecote,1920.0
2022-03-13,fisk,630.0
2022-03-13,fläskfile,2240.0
2022-03-13,grädde,30.0
2022-03-13,hamburgarbröd,1150.0
2022-03-13,hamburgardressing,540.0
2022-03-13,högrev,1800.0
2022-03-13,inlagd_gurka,360.0
2022-03-13,jalapeno,100.0
2022-03-13,kalventrecote,150.0
2022-03-13,kapris,5.0
2022-03-13,kyckling,300.0
2022-03-13,kycklingvingar,150.0
2022-03-13,köttfärs,240.0
2022-03-13,linguini,2100.0
2022-03-13,mixsallad,60.0
2022-03-13,morot,375.0
2022-03-13,nacho_chips,320.0
2022-03-13,oxfile,40.0
2022-03-13,paprika_grön,375.0
2022-03-13,pepparsås,540.0
2022-03-13,pesto,30.0
2022-03-13,pizzabotten,250.0
2022-03-13,pommes_frites,8190.0
2022-03-13,remouladsås,210.0
2022-03-13,riven_ost,420.0
2022-03-13,rödlök,640.0
2022-03-13,rödvinssås,800.0
2022-03-13,soltorkade_tomater,30.0
2022-03-13,stekolja,10.0
2022-03-13,ströbröd,60.0
2022-03-13,tomat,460.0
2022-03-13,tomatsås,100.0
2022-03-13,vaniljglass,150.0
2022-03-13,vetemjöl,15.0
2022-03-13,vitlök,5.0
2022-03-13,vitlökssmör,60.0
2022-03-13,zucchini,375.0
2022-03-13,ägg,60.0
2022-03-14,aioli,560.0
2022-03-14,bacon,200.0
2022-03-14,baguette,100.0
2022-03-14,balsamico,10.0
2022-03-14,barn_hamburgare,90.0
2022-03-14,bearnaisesås,490.0
2022-03-14,blomkål,240.0
2022-03-14,bröd,240.0
2022-03-14,caesardressing,80.0
2022-03-14,champinjoner,80.0
2022-03-14,cheddar,120.0
2022-03-14,citron,10.0
2022-03-14,coleslaw,320.0
2022-03-14,entrecote,1920.0
2022-03-14,fisk,210.0
2022-03-14,fläskfile,1040.0
2022-03-14,grädde,0.0
2022-03-14,hamburgarbröd,450.0
2022-03-14,hamburgardressing,240.0
2022-03-14,högrev,800.0
2022-03-14,inlagd_gurka,160.0
2022-03-14,jalapeno,40.0
2022-03-14,kalventrecote,150.0
2022-03-14,kapris,5.0
2022-03-14,krutonger,60.0
2022-03-14,kyckling,750.0
2022-03-14,linguini,900.0
2022-03-14,mixsallad,80.0
2022-03-14,morot,240.0
2022-03-14,mozarella,40.0
2022-03-14,oxfile,80.0
2022-03-14,pannkakor,0.0
2022-03-14,paprika_grön,240.0
2022-03-14,pepparsås,270.0
2022-03-14,pizzabotten,500.0
2022-03-14,pommes_frites,4770.0
2022-03-14,remouladsås,70.0
2022-03-14,riven_ost,240.0
2022-03-14,romansallad,180.0
2022-03-14,rödlök,440.0
2022-03-14,rödvinssås,560.0
2022-03-14,ströbröd,60.0
2022-03-14,tomat,360.0
2022-03-14,tomatsås,200.0
2022-03-14,vaniljglass,0.0
2022-03-14,vetemjöl,15.0
2022-03-14,vitlökssmör,30.0
2022-03-14,zucchini,240.0
2022-03-14,ägg,60.0
2022-03-15,aioli,160.0
2022-03-15,bearnaisesås,35.0
2022-03-15,blomkål,15.0
2022-03-15,bröd,160.0
2022-03-15,entrecote,240.0
2022-03-15,kyckling,300.0
2022-03-15,mixsallad,40.0
2022-03-15,morot,15.0
2022-03-15,paprika_grön,15.0
2022-03-15,pommes_frites,540.0
2022-03-15,rödlök,40.0
2022-03-15,rödvinssås,40.0
2022-03-15,tomat,40.0
2022-03-15,zucchini,15.0
2022-03-16,aioli,240.0
2022-03-16,bacon,120.0
2022-03-16,baguette,200.0
2022-03-16,balsamico,15.0
2022-03-16,bearnaisesås,175.0
2022-03-16,blomkål,45.0
2022-03-16,caesardressing,120.0
2022-03-16,cheddar,45.0
2022-03-16,coleslaw,120.0
2022-03-16,fläskfile,480.0
2022-03-16,hamburgarbröd,150.0
2022-03-16,hamburgardressing,90.0
2022-03-16,högrev,300.0
2022-03-16,inlagd_gurka,60.0
2022-03-16,jalapeno,60.0
2022-03-16,kalventrecote,300.0
2022-03-16,kapris,10.0
2022-03-16,krutonger,90.0
2022-03-16,kyckling,450.0
2022-03-16,köttfärs,180.0
2022-03-16,mixsallad,40.0
2022-03-16,morot,45.0
2022-03-16,mozarella,60.0
2022-03-16,nacho_chips,240.0
2022-03-16,paprika_grön,45.0
2022-03-16,pommes_frites,1440.0
2022-03-16,riven_ost,260.0
2022-03-16,romansallad,270.0
2022-03-16,rödlök,190.0
2022-03-16,rödvinssås,200.0
2022-03-16,ströbröd,120.0
2022-03-16,tomat,160.0
2022-03-16,vetemjöl,30.0
2022-03-16,vitlökssmör,60.0
2022-03-16,zucchini,45.0
2022-03-16,ägg,120.0
2022-03-17,aioli,600.0
2022-03-17,bacon,240.0
2022-03-17,baguette,200.0
2022-03-17,balsamico,5.0
2022-03-17,bearnaisesås,210.0
2022-03-17,blomkål,135.0
2022-03-17,caesardressing,40.0
2022-03-17,champinjoner,40.0
2022-03-17,cheddar,165.0
2022-03-17,coleslaw,560.0
2022-03-17,entrecote,1200.0
2022-03-17,fläskfile,400.0
2022-03-17,halloumi,100.0
2022-03-17,hamburgarbröd,600.0
2022-03-17,hamburgardressing,330.0
2022-03-17,högrev,1100.0
2022-03-17,inlagd_gurka,240.0
2022-03-17,jalapeno,40.0
2022-03-17,krutonger,30.0
2022-03-17,kyckling,150.0
2022-03-17,kycklingvingar,300.0
2022-03-17,köttfärs,60.0
2022-03-17,linguini,900.0
2022-03-17,morot,135.0
2022-03-17,mozarella,20.0
2022-03-17,nacho_chips,80.0
2022-03-17,oxfile,40.0
2022-03-17,paprika_grön,135.0
2022-03-17,pepparsås,270.0
2022-03-17,pizzabotten,250.0
2022-03-17,pommes_frites,3240.0
2022-03-17,riven_ost,200.0
2022-03-17,romansallad,90.0
2022-03-17,rödlök,420.0
2022-03-17,rödvinssås,240.0
2022-03-17,skinka,0.0
2022-03-17,srirachadressing,30.0
2022-03-17,tomat,300.0
2022-03-17,tomatsås,100.0
2022-03-17,vitlökssmör,30.0
2022-03-17,zucchini,135.0
2022-03-18,aioli,120.0
2022-03-18,bacon,80.0
2022-03-18,balsamico,10.0
2022-03-18,bearnaisesås,70.0
2022-03-18,blomkål,15.0
2022-03-18,caesardressing,80.0
2022-03-18,cheddar,30.0
2022-03-18,coleslaw,80.0
2022-03-18,entrecote,240.0
2022-03-18,fläskfile,80.0
2022-03-18,hamburgarbröd,100.0
2022-03-18,hamburgardressing,60.0
2022-03-18,högrev,200.0
2022-03-18,inlagd_gurka,40.0
2022-03-18,kalventrecote,150.0
2022-03-18,kapris,5.0
2022-03-18,krutonger,60.0
2022-03-18,kyckling,300.0
2022-03-18,mixsallad,20.0
2022-03-18,morot,15.0
2022-03-18,mozarella,40.0
2022-03-18,paprika_grön,15.0
2022-03-18,pommes_frites,810.0
2022-03-18,romansallad,180.0
2022-03-18,rödlök,120.0
2022-03-18,rödvinssås,80.0
2022-03-18,ströbröd,60.0
2022-03-18,tomat,100.0
2022-03-18,vetemjöl,15.0
2022-03-18,zucchini,15.0
2022-03-18,ägg,60.0
2022-03-19,aioli,360.0
2022-03-19,bacon,120.0
2022-03-19,baguette,50.0
2022-03-19,balsamico,5.0
2022-03-19,bearnaisesås,35.0
2022-03-19,blomkål,15.0
2022-03-19,blåbär,15.0
2022-03-19,bröd,80.0
2022-03-19,caesardressing,40.0
2022-03-19,cheddar,75.0
2022-03-19,chokladsås,30.0
2022-03-19,coleslaw,280.0
2022-03-19,fläskfile,160.0
2022-03-19,grädde,30.0
2022-03-19,halloumi,100.0
2022-03-19,hamburgarbröd,300.0
2022-03-19,hamburgardressing,150.0
2022-03-19,högrev,500.0
2022-03-19,inlagd_gurka,120.0
2022-03-19,krutonger,30.0
2022-03-19,kyckling,300.0
2022-03-19,kycklingvingar,150.0
2022-03-19,mixsallad,20.0
2022-03-19,morot,15.0
2022-03-19,mozarella,20.0
2022-03-19,paprika_grön,15.0
2022-03-19,pommes_frites,1440.0
2022-03-19,romansallad,90.0
2022-03-19,rödlök,220.0
2022-03-19,rödvinssås,40.0
2022-03-19,srirachadressing,30.0
2022-03-19,tomat,160.0
2022-03-19,vaniljglass,150.0
2022-03-19,zucchini,15.0
2022-03-20,aioli,1080.0
2022-03-20,bacon,440.0
2022-03-20,baguette,850.0
2022-03-20,balsamico,10.0
2022-03-20,barn_hamburgare,360.0
2022-03-20,bearnaisesås,665.0
2022-03-20,blomkål,345.0
2022-03-20,blåbär,30.0
2022-03-20,bröd,80.0
2022-03-20,caesardressing,80.0
2022-03-20,champinjoner,280.0
2022-03-20,cheddar,300.0
2022-03-20,chili,5.0
2022-03-20,chokladkaka,160.0
2022-03-20,chokladsås,60.0
2022-03-20,citron,30.0
2022-03-20,coleslaw,800.0
2022-03-20,entrecote,2160.0
2022-03-20,fisk,630.0
2022-03-20,fläskfile,1760.0
2022-03-20,halkidiki_oliver,45.0
2022-03-20,hamburgarbröd,1200.0
2022-03-20,hamburgardressing,600.0
2022-03-20,högrev,2000.0
2022-03-20,inlagd_gurka,400.0
2022-03-20,jalapeno,80.0
2022-03-20,kalamata_oliver,45.0
2022-03-20,kalventrecote,600.0
2022-03-20,kapris,20.0
2022-03-20,krutonger,60.0
2022-03-20,kyckling,450.0
2022-03-20,lakritsglass,140.0
2022-03-20,linguini,2700.0
2022-03-20,mixsallad,100.0
2022-03-20,morot,345.0
2022-03-20,mozarella,40.0
2022-03-20,oxfile,160.0
2022-03-20,paprika_grön,345.0
2022-03-20,pepparsås,720.0
2022-03-20,pesto,30.0
2022-03-20,pizzabotten,1500.0
2022-03-20,pommes_frites,8720.0
2022-03-20,remouladsås,210.0
2022-03-20,riven_ost,920.0
2022-03-20,romansallad,180.0
2022-03-20,rödlök,900.0
2022-03-20,rödvinssås,760.0
2022-03-20,skinka,90.0
2022-03-20,soltorkade_tomater,30.0
2022-03-20,stekolja,10.0
2022-03-20,ströbröd,240.0
2022-03-20,tomat,700.0
2022-03-20,tomatsås,600.0
2022-03-20,vetemjöl,60.0
2022-03-20,vitlök,5.0
2022-03-20,vitlökssmör,240.0
2022-03-20,zucchini,345.0
2022-03-20,ägg,240.0
2022-03-21,aioli,560.0
2022-03-21,bacon,180.0
2022-03-21,baguette,200.0
2022-03-21,balsamico,5.0
2022-03-21,barn_hamburgare,0.0
2022-03-21,bearnaisesås,420.0
2022-03-21,blomkål,225.0
2022-03-21,blåbär,0.0
2022-03-21,bröd,80.0
2022-03-21,caesardressing,40.0
2022-03-21,champinjoner,80.0
2022-03-21,cheddar,120.0
2022-03-21,chili,5.0
2022-03-21,chokladkaka,0.0
2022-03-21,chokladsås,0.0
2022-03-21,coleslaw,360.0
2022-03-21,entrecote,2640.0
2022-03-21,fläskfile,480.0
2022-03-21,halloumi,100.0
2022-03-21,hamburgarbröd,450.0
2022-03-21,hamburgardressing,240.0
2022-03-21,högrev,800.0
2022-03-21,inlagd_gurka,180.0
2022-03-21,jalapeno,40.0
2022-03-21,kalventrecote,150.0
2022-03-21,kapris,5.0
2022-03-21,krutonger,30.0
2022-03-21,kyckling,300.0
2022-03-21,köttfärs,60.0
2022-03-21,lakritsglass,0.0
2022-03-21,linguini,1500.0
2022-03-21,mixsallad,40.0
2022-03-21,morot,225.0
2022-03-21,mozarella,20.0
2022-03-21,nacho_chips,80.0
2022-03-21,oxfile,40.0
2022-03-21,paprika_grön,225.0
2022-03-21,pepparsås,360.0
2022-03-21,pesto,30.0
2022-03-21,pizzabotten,250.0
2022-03-21,pommes_frites,4140.0
2022-03-21,riven_ost,240.0
2022-03-21,romansallad,90.0
2022-03-21,rödlök,370.0
2022-03-21,rödvinssås,480.0
2022-03-21,soltorkade_tomater,30.0
2022-03-21,srirachadressing,30.0
2022-03-21,stekolja,10.0
2022-03-21,ströbröd,60.0
2022-03-21,tomat,280.0
2022-03-21,tomatsås,100.0
2022-03-21,vetemjöl,15.0
2022-03-21,vitlök,5.0
2022-03-21,vitlökssmör,60.0
2022-03-21,zucchini,225.0
2022-03-21,ägg,60.0
2022-03-22,aioli,80.0
2022-03-22,bacon,40.0
2022-03-22,bearnaisesås,70.0
2022-03-22,blomkål,75.0
2022-03-22,cheddar,30.0
2022-03-22,coleslaw,80.0
2022-03-22,entrecote,240.0
2022-03-22,fläskfile,400.0
2022-03-22,hamburgarbröd,100.0
2022-03-22,hamburgardressing,60.0
2022-03-22,högrev,200.0
2022-03-22,inlagd_gurka,40.0
2022-03-22,linguini,900.0
2022-03-22,morot,75.0
2022-03-22,paprika_grön,75.0
2022-03-22,pepparsås,270.0
2022-03-22,pommes_frites,720.0
2022-03-22,rödlök,60.0
2022-03-22,rödvinssås,80.0
2022-03-22,tomat,40.0
2022-03-22,zucchini,75.0
2022-03-23,baguette,200.0
2022-03-23,bearnaisesås,105.0
2022-03-23,kalventrecote,450.0
2022-03-23,kapris,15.0
2022-03-23,mixsallad,60.0
2022-03-23,pommes_frites,540.0
2022-03-23,riven_ost,80.0
2022-03-23,rödlök,60.0
2022-03-23,rödvinssås,120.0
2022-03-23,ströbröd,180.0
2022-03-23,tomat,60.0
2022-03-23,vetemjöl,45.0
2022-03-23,vitlökssmör,60.0
2022-03-23,ägg,180.0
2022-03-24,bacon,20.0
2022-03-24,balsamico,5.0
2022-03-24,caesardressing,40.0
2022-03-24,champinjoner,200.0
2022-03-24,jalapeno,100.0
2022-03-24,krutonger,30.0
2022-03-24,kyckling,150.0
2022-03-24,mozarella,20.0
2022-03-24,oxfile,200.0
2022-03-24,pizzabotten,1250.0
2022-03-24,riven_ost,500.0
2022-03-24,romansallad,90.0
2022-03-24,rödlök,220.0
2022-03-24,tomat,220.0
2022-03-24,tomatsås,500.0
2022-03-25,aioli,560.0
2022-03-25,bacon,300.0
2022-03-25,baguette,700.0
2022-03-25,balsamico,30.0
2022-03-25,bearnaisesås,175.0
2022-03-25,blomkål,60.0
2022-03-25,blåbär,15.0
2022-03-25,caesardressing,240.0
2022-03-25,champinjoner,200.0
2022-03-25,cheddar,135.0
2022-03-25,chili,5.0
2022-03-25,chokladsås,30.0
2022-03-25,coleslaw,400.0
2022-03-25,entrecote,240.0
2022-03-25,fläskfile,320.0
2022-03-25,grädde,30.0
2022-03-25,halkidiki_oliver,135.0
2022-03-25,hamburgarbröd,450.0
2022-03-25,hamburgardressing,270.0
2022-03-25,högrev,900.0
2022-03-25,inlagd_gurka,180.0
2022-03-25,jalapeno,80.0
2022-03-25,kalamata_oliver,135.0
2022-03-25,kalventrecote,450.0
2022-03-25,kapris,15.0
2022-03-25,krutonger,180.0
2022-03-25,kyckling,900.0
2022-03-25,kycklingvingar,150.0
2022-03-25,köttfärs,60.0
2022-03-25,linguini,900.0
2022-03-25,mixsallad,60.0
2022-03-25,morot,60.0
2022-03-25,mozarella,120.0
2022-03-25,nacho_chips,80.0
2022-03-25,oxfile,120.0
2022-03-25,paprika_grön,60.0
2022-03-25,pepparsås,180.0
2022-03-25,pesto,30.0
2022-03-25,pizzabotten,1000.0
2022-03-25,pommes_frites,2520.0
2022-03-25,riven_ost,660.0
2022-03-25,romansallad,540.0
2022-03-25,rödlök,570.0
2022-03-25,rödvinssås,200.0
2022-03-25,skinka,45.0
2022-03-25,soltorkade_tomater,30.0
2022-03-25,stekolja,10.0
2022-03-25,ströbröd,180.0
2022-03-25,tomat,480.0
2022-03-25,tomatsås,400.0
2022-03-25,vaniljglass,150.0
2022-03-25,vetemjöl,45.0
2022-03-25,vitlök,5.0
2022-03-25,vitlökssmör,150.0
2022-03-25,zucchini,60.0
2022-03-25,ägg,180.0
2022-03-26,aioli,920.0
2022-03-26,bacon,220.0
2022-03-26,baguette,850.0
2022-03-26,balsamico,5.0
2022-03-26,barn_hamburgare,180.0
2022-03-26,bearnaisesås,1190.0
2022-03-26,blomkål,465.0
2022-03-26,blåbär,45.0
2022-03-26,bröd,80.0
2022-03-26,caesardressing,40.0
2022-03-26,champinjoner,360.0
2022-03-26,cheddar,150.0
2022-03-26,chili,20.0
2022-03-26,chokladkaka,160.0
2022-03-26,chokladsås,90.0
2022-03-26,citron,50.0
2022-03-26,coleslaw,560.0
2022-03-26,entrecote,4560.0
2022-03-26,fisk,1050.0
2022-03-26,fläskfile,1600.0
2022-03-26,grädde,30.0
2022-03-26,halkidiki_oliver,90.0
2022-03-26,halloumi,300.0
2022-03-26,hamburgarbröd,750.0
2022-03-26,hamburgardressing,300.0
2022-03-26,högrev,1000.0
2022-03-26,inlagd_gurka,260.0
2022-03-26,jalapeno,60.0
2022-03-26,kalamata_oliver,90.0
2022-03-26,kalventrecote,1350.0
2022-03-26,kapris,45.0
2022-03-26,krutonger,30.0
2022-03-26,kyckling,300.0
2022-03-26,kycklingvingar,150.0
2022-03-26,köttfärs,60.0
2022-03-26,lakritsglass,140.0
2022-03-26,linguini,3000.0
2022-03-26,mixsallad,200.0
2022-03-26,morot,465.0
2022-03-26,mozarella,20.0
2022-03-26,nacho_chips,80.0
2022-03-26,oxfile,80.0
2022-03-26,paprika_grön,465.0
2022-03-26,pepparsås,540.0
2022-03-26,pesto,120.0
2022-03-26,pizzabotten,1250.0
2022-03-26,pommes_frites,10340.0
2022-03-26,remouladsås,350.0
2022-03-26,riven_ost,840.0
2022-03-26,romansallad,90.0
2022-03-26,rödlök,690.0
2022-03-26,rödvinssås,1360.0
2022-03-26,skinka,135.0
2022-03-26,soltorkade_tomater,120.0
2022-03-26,srirachadressing,90.0
2022-03-26,stekolja,40.0
2022-03-26,ströbröd,540.0
2022-03-26,tomat,560.0
2022-03-26,tomatsås,500.0
2022-03-26,vaniljglass,150.0
2022-03-26,vetemjöl,135.0
2022-03-26,vitlök,20.0
2022-03-26,vitlökssmör,210.0
2022-03-26,zucchini,465.0
2022-03-26,ägg,540.0
2022-03-27,aioli,200.0
2022-03-27,bacon,100.0
