dt,dt_iso,timezone,city_name,lat,lon,temp,weather_id,weather_main,weather_description,weather_icon
1642791600,2022-01-21 19:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,2.28,801,Clouds,few clouds,02n
1642795200,2022-01-21 20:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,1.63,801,Clouds,few clouds,02n
1642798800,2022-01-21 21:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,0.85,801,Clouds,few clouds,02n
1642802400,2022-01-21 22:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,0.11,802,Clouds,scattered clouds,03n
1642806000,2022-01-21 23:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,-1.69,803,Clouds,broken clouds,04n
1642809600,2022-01-22 00:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,-0.49,804,Clouds,overcast clouds,04n
1642813200,2022-01-22 01:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,-0.83,804,Clouds,overcast clouds,04n
1642816800,2022-01-22 02:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,-2.14,804,Clouds,overcast clouds,04n
1642820400,2022-01-22 03:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,-2.14,804,Clouds,overcast clouds,04n
1642824000,2022-01-22 04:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,-2.14,803,Clouds,broken clouds,04n
1642827600,2022-01-22 05:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,-2.13,803,Clouds,broken clouds,04n
1642831200,2022-01-22 06:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,-1.83,804,Clouds,overcast clouds,04n
1642834800,2022-01-22 07:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,-1.57,804,Clouds,overcast clouds,04n
1642838400,2022-01-22 08:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,-1.53,804,Clouds,overcast clouds,04d
1642842000,2022-01-22 09:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,-0.75,804,Clouds,overcast clouds,04d
1642845600,2022-01-22 10:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,-0.06,804,Clouds,overcast clouds,04d
1642849200,2022-01-22 11:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,0.61,804,Clouds,overcast clouds,04d
1642852800,2022-01-22 12:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,2.64,804,Clouds,overcast clouds,04d
1642856400,2022-01-22 13:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,2.34,804,Clouds,overcast clouds,04d
1642860000,2022-01-22 14:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,2.37,804,Clouds,overcast clouds,04d
1642863600,2022-01-22 15:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,2.36,804,Clouds,overcast clouds,04d
1642867200,2022-01-22 16:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,2.49,804,Clouds,overcast clouds,04n
1642870800,2022-01-22 17:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,2.66,804,Clouds,overcast clouds,04n
1642874400,2022-01-22 18:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,3.12,804,Clouds,overcast clouds,04n
1642878000,2022-01-22 19:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,2.83,804,Clouds,overcast clouds,04n
1642881600,2022-01-22 20:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,2.85,804,Clouds,overcast clouds,04n
1642885200,2022-01-22 21:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,1.36,804,Clouds,overcast clouds,04n
1642888800,2022-01-22 22:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,1.5,804,Clouds,overcast clouds,04n
1642892400,2022-01-22 23:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,1.87,804,Clouds,overcast clouds,04n
1642896000,2022-01-23 00:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,2.88,804,Clouds,overcast clouds,04n
1642899600,2022-01-23 01:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,1.27,804,Clouds,overcast clouds,04n
1642903200,2022-01-23 02:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,2.4,804,Clouds,overcast clouds,04n
1642906800,2022-01-23 03:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,2.31,803,Clouds,broken clouds,04n
1642910400,2022-01-23 04:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,2.23,804,Clouds,overcast clouds,04n
1642914000,2022-01-23 05:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,2.61,804,Clouds,overcast clouds,04n
1642917600,2022-01-23 06:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,2.8,804,Clouds,overcast clouds,04n
1642921200,2022-01-23 07:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,3.2,804,Clouds,overcast clouds,04n
1642924800,2022-01-23 08:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,3.62,804,Clouds,overcast clouds,04d
1642928400,2022-01-23 09:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,4.36,804,Clouds,overcast clouds,04d
1642932000,2022-01-23 10:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,4.65,803,Clouds,broken clouds,04d
1642935600,2022-01-23 11:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,4.93,802,Clouds,scattered clouds,03d
1642939200,2022-01-23 12:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,5.68,801,Clouds,few clouds,02d
1642942800,2022-01-23 13:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,5.71,802,Clouds,scattered clouds,03d
1642946400,2022-01-23 14:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,5.82,803,Clouds,broken clouds,04d
1642950000,2022-01-23 15:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,5.98,804,Clouds,overcast clouds,04d
1642953600,2022-01-23 16:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,5.71,804,Clouds,overcast clouds,04n
1642957200,2022-01-23 17:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,5.52,804,Clouds,overcast clouds,04n
1642960800,2022-01-23 18:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,5.51,804,Clouds,overcast clouds,04n
1642964400,2022-01-23 19:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,5.21,804,Clouds,overcast clouds,04n
1642968000,2022-01-23 20:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,5.13,804,Clouds,overcast clouds,04n
1642971600,2022-01-23 21:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,5.13,804,Clouds,overcast clouds,04n
1642975200,2022-01-23 22:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,5.41,804,Clouds,overcast clouds,04n
1642978800,2022-01-23 23:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,5.69,804,Clouds,overcast clouds,04n
1642982400,2022-01-24 00:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,5.69,804,Clouds,overcast clouds,04n
1642986000,2022-01-24 01:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,5.52,804,Clouds,overcast clouds,04n
1642989600,2022-01-24 02:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,5.83,804,Clouds,overcast clouds,04n
1642993200,2022-01-24 03:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,4.92,804,Clouds,overcast clouds,04n
1642996800,2022-01-24 04:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,4.92,804,Clouds,overcast clouds,04n
1643000400,2022-01-24 05:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,5.01,804,Clouds,overcast clouds,04n
1643004000,2022-01-24 06:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,4.45,804,Clouds,overcast clouds,04n
1643007600,2022-01-24 07:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,4.34,804,Clouds,overcast clouds,04n
1643011200,2022-01-24 08:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,4.36,804,Clouds,overcast clouds,04d
1643014800,2022-01-24 09:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,4.37,804,Clouds,overcast clouds,04d
1643018400,2022-01-24 10:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,5.38,804,Clouds,overcast clouds,04d
1643022000,2022-01-24 11:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,5.02,804,Clouds,overcast clouds,04d
1643025600,2022-01-24 12:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,4.47,804,Clouds,overcast clouds,04d
1643029200,2022-01-24 13:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,4.49,804,Clouds,overcast clouds,04d
1643032800,2022-01-24 14:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,4.78,804,Clouds,overcast clouds,04d
1643036400,2022-01-24 15:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,4.76,804,Clouds,overcast clouds,04d
1643040000,2022-01-24 16:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,4.95,804,Clouds,overcast clouds,04n
1643043600,2022-01-24 17:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,5.11,804,Clouds,overcast clouds,04n
1643047200,2022-01-24 18:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,5.13,803,Clouds,broken clouds,04n
1643050800,2022-01-24 19:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,5.41,803,Clouds,broken clouds,04n
1643054400,2022-01-24 20:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,6.04,803,Clouds,broken clouds,04n
1643058000,2022-01-24 21:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,5.84,803,Clouds,broken clouds,04n
1643061600,2022-01-24 22:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,6,804,Clouds,overcast clouds,04n
1643065200,2022-01-24 23:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,5.98,804,Clouds,overcast clouds,04n
1643068800,2022-01-25 00:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,5.85,804,Clouds,overcast clouds,04n
1643072400,2022-01-25 01:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,5.79,802,Clouds,scattered clouds,03n
1643076000,2022-01-25 02:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,4.81,801,Clouds,few clouds,02n
1643079600,2022-01-25 03:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,3.89,800,Clear,sky is clear,01n
1643083200,2022-01-25 04:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,3.12,800,Clear,sky is clear,01n
1643086800,2022-01-25 05:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,1.91,800,Clear,sky is clear,01n
1643090400,2022-01-25 06:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,2.89,800,Clear,sky is clear,01n
1643094000,2022-01-25 07:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,1.65,800,Clear,sky is clear,01n
1643097600,2022-01-25 08:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,4.09,800,Clear,sky is clear,01d
1643101200,2022-01-25 09:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,1.29,800,Clear,sky is clear,01d
1643104800,2022-01-25 10:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,4.91,800,Clear,sky is clear,01d
1643108400,2022-01-25 11:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,5.67,800,Clear,sky is clear,01d
1643112000,2022-01-25 12:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,6.54,800,Clear,sky is clear,01d
1643115600,2022-01-25 13:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,5.77,800,Clear,sky is clear,01d
1643119200,2022-01-25 14:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,5.76,800,Clear,sky is clear,01d
1643122800,2022-01-25 15:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,4.13,800,Clear,sky is clear,01d
1643126400,2022-01-25 16:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,2.76,800,Clear,sky is clear,01n
1643130000,2022-01-25 17:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,0.96,800,Clear,sky is clear,01n
1643133600,2022-01-25 18:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,3.89,800,Clear,sky is clear,01n
1643137200,2022-01-25 19:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,3.96,801,Clouds,few clouds,02n
1643140800,2022-01-25 20:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,4.13,802,Clouds,scattered clouds,03n
1643144400,2022-01-25 21:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,4.03,804,Clouds,overcast clouds,04n
1643148000,2022-01-25 22:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,5.16,804,Clouds,overcast clouds,04n
1643151600,2022-01-25 23:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,4.49,500,Rain,light rain,10n
1643155200,2022-01-26 00:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,4.81,804,Clouds,overcast clouds,04n
1643158800,2022-01-26 01:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,5.19,500,Rain,light rain,10n
1643162400,2022-01-26 02:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,4.92,500,Rain,light rain,10n
1643166000,2022-01-26 03:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,4.92,500,Rain,light rain,10n
1643169600,2022-01-26 04:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,4.93,500,Rain,light rain,10n
1643173200,2022-01-26 05:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,4.93,500,Rain,light rain,10n
1643176800,2022-01-26 06:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,4.98,500,Rain,light rain,10n
1643180400,2022-01-26 07:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,4.97,500,Rain,light rain,10n
1643184000,2022-01-26 08:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,4.98,500,Rain,light rain,10d
1643187600,2022-01-26 09:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,4.95,803,Clouds,broken clouds,04d
1643191200,2022-01-26 10:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,5.65,802,Clouds,scattered clouds,03d
1643194800,2022-01-26 11:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,5.91,801,Clouds,few clouds,02d
1643198400,2022-01-26 12:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,6.17,800,Clear,sky is clear,01d
1643202000,2022-01-26 13:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,6.14,800,Clear,sky is clear,01d
1643205600,2022-01-26 14:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,6.13,803,Clouds,broken clouds,04d
1643209200,2022-01-26 15:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,5.13,800,Clear,sky is clear,01d
1643212800,2022-01-26 16:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,4.84,800,Clear,sky is clear,01n
1643216400,2022-01-26 17:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,5.14,802,Clouds,scattered clouds,03n
1643220000,2022-01-26 18:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,5.52,802,Clouds,scattered clouds,03n
1643223600,2022-01-26 19:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,5.15,804,Clouds,overcast clouds,04n
1643227200,2022-01-26 20:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,5.15,804,Clouds,overcast clouds,04n
1643230800,2022-01-26 21:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,5.12,804,Clouds,overcast clouds,04n
1643234400,2022-01-26 22:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,5.55,804,Clouds,overcast clouds,04n
1643238000,2022-01-26 23:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,5.11,804,Clouds,overcast clouds,04n
1643241600,2022-01-27 00:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,4.93,500,Rain,light rain,10n
1643245200,2022-01-27 01:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,4.63,500,Rain,light rain,10n
1643248800,2022-01-27 02:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,4.92,500,Rain,light rain,10n
1643252400,2022-01-27 03:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,4.95,500,Rain,light rain,10n
1643256000,2022-01-27 04:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,5.37,500,Rain,light rain,10n
1643259600,2022-01-27 05:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,5.65,500,Rain,light rain,10n
1643263200,2022-01-27 06:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,5.99,500,Rain,light rain,10n
1643266800,2022-01-27 07:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,5.87,500,Rain,light rain,10n
1643270400,2022-01-27 08:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,6.06,500,Rain,light rain,10d
1643274000,2022-01-27 09:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,5.72,500,Rain,light rain,10d
1643277600,2022-01-27 10:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,6.04,500,Rain,light rain,10d
1643281200,2022-01-27 11:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,6.35,800,Clear,sky is clear,01d
1643284800,2022-01-27 12:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,6.09,801,Clouds,few clouds,02d
1643288400,2022-01-27 13:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,6.04,801,Clouds,few clouds,02d
1643292000,2022-01-27 14:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,5.87,800,Clear,sky is clear,01d
1643295600,2022-01-27 15:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,6.47,803,Clouds,broken clouds,04d
1643299200,2022-01-27 16:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,5.54,804,Clouds,overcast clouds,04n
1643302800,2022-01-27 17:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,5.58,500,Rain,light rain,10n
1643306400,2022-01-27 18:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,5.24,500,Rain,light rain,10n
1643310000,2022-01-27 19:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,4.64,804,Clouds,overcast clouds,04n
1643313600,2022-01-27 20:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,5.82,804,Clouds,overcast clouds,04n
1643317200,2022-01-27 21:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,5.12,804,Clouds,overcast clouds,04n
1643320800,2022-01-27 22:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,5.33,804,Clouds,overcast clouds,04n
1643324400,2022-01-27 23:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,4.23,803,Clouds,broken clouds,04n
1643328000,2022-01-28 00:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,4.46,801,Clouds,few clouds,02n
1643331600,2022-01-28 01:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,3.58,801,Clouds,few clouds,02n
1643335200,2022-01-28 02:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,4.18,802,Clouds,scattered clouds,03n
1643338800,2022-01-28 03:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,3.96,802,Clouds,scattered clouds,03n
1643342400,2022-01-28 04:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,3.85,803,Clouds,broken clouds,04n
1643346000,2022-01-28 05:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,4.42,804,Clouds,overcast clouds,04n
1643349600,2022-01-28 06:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,3.61,804,Clouds,overcast clouds,04n
1643353200,2022-01-28 07:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,1.95,800,Clear,sky is clear,01n
1643356800,2022-01-28 08:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,2.76,800,Clear,sky is clear,01d
1643360400,2022-01-28 09:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,3.58,800,Clear,sky is clear,01d
1643364000,2022-01-28 10:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,4.04,800,Clear,sky is clear,01d
1643367600,2022-01-28 11:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,5.36,800,Clear,sky is clear,01d
1643371200,2022-01-28 12:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,5.51,800,Clear,sky is clear,01d
1643374800,2022-01-28 13:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,5.67,800,Clear,sky is clear,01d
1643378400,2022-01-28 14:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,4.93,800,Clear,sky is clear,01d
1643382000,2022-01-28 15:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,4.15,800,Clear,sky is clear,01d
1643385600,2022-01-28 16:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,3.12,801,Clouds,few clouds,02n
1643389200,2022-01-28 17:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,3.03,804,Clouds,overcast clouds,04n
1643392800,2022-01-28 18:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,2.24,804,Clouds,overcast clouds,04n
1643396400,2022-01-28 19:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,2.71,804,Clouds,overcast clouds,04n
1643400000,2022-01-28 20:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,3.25,804,Clouds,overcast clouds,04n
1643403600,2022-01-28 21:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,3.48,804,Clouds,overcast clouds,04n
1643407200,2022-01-28 22:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,3.48,804,Clouds,overcast clouds,04n
1643410800,2022-01-28 23:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,3.42,500,Rain,light rain,10n
1643414400,2022-01-29 00:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,3.46,500,Rain,light rain,10n
1643418000,2022-01-29 01:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,3.46,500,Rain,light rain,10n
1643421600,2022-01-29 02:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,3.92,500,Rain,light rain,10n
1643425200,2022-01-29 03:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,4.04,500,Rain,light rain,10n
1643428800,2022-01-29 04:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,4.53,500,Rain,light rain,10n
1643432400,2022-01-29 05:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,4.92,500,Rain,light rain,10n
1643436000,2022-01-29 06:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,5.44,500,Rain,light rain,10n
1643439600,2022-01-29 07:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,5.84,500,Rain,light rain,10n
1643443200,2022-01-29 08:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,5.87,500,Rain,light rain,10d
1643446800,2022-01-29 09:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,6.41,500,Rain,light rain,10d
1643450400,2022-01-29 10:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,6.43,500,Rain,light rain,10d
1643454000,2022-01-29 11:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,6.71,500,Rain,light rain,10d
1643457600,2022-01-29 12:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,6.73,500,Rain,light rain,10d
1643461200,2022-01-29 13:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,6.26,500,Rain,light rain,10d
1643464800,2022-01-29 14:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,6.44,501,Rain,moderate rain,10d
1643468400,2022-01-29 15:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,6.9,501,Rain,moderate rain,10d
1643472000,2022-01-29 16:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,7.06,501,Rain,moderate rain,10n
1643475600,2022-01-29 17:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,6.74,500,Rain,light rain,10n
1643479200,2022-01-29 18:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,7.09,500,Rain,light rain,10n
1643482800,2022-01-29 19:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,5.75,802,Clouds,scattered clouds,03n
1643486400,2022-01-29 20:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,5.61,800,Clear,sky is clear,01n
1643490000,2022-01-29 21:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,6.01,800,Clear,sky is clear,01n
1643493600,2022-01-29 22:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,5.31,800,Clear,sky is clear,01n
1643497200,2022-01-29 23:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,4.58,800,Clear,sky is clear,01n
1643500800,2022-01-30 00:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,4.27,801,Clouds,few clouds,02n
1643504400,2022-01-30 01:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,4.71,800,Clear,sky is clear,01n
1643508000,2022-01-30 02:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,5.01,801,Clouds,few clouds,02n
1643511600,2022-01-30 03:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,5.4,803,Clouds,broken clouds,04n
1643515200,2022-01-30 04:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,6.51,804,Clouds,overcast clouds,04n
1643518800,2022-01-30 05:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,6.51,804,Clouds,overcast clouds,04n
1643522400,2022-01-30 06:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,6.37,800,Clear,sky is clear,01n
1643526000,2022-01-30 07:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,6.05,801,Clouds,few clouds,02n
1643529600,2022-01-30 08:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,6.23,800,Clear,sky is clear,01d
1643533200,2022-01-30 09:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,6.58,800,Clear,sky is clear,01d
1643536800,2022-01-30 10:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,7.11,803,Clouds,broken clouds,04d
1643540400,2022-01-30 11:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,7.04,800,Clear,sky is clear,01d
