Datum;temp;weather_main
2022-03-24 01:00:00 +0000 UTC;1.34;Clear
2022-03-24 02:00:00 +0000 UTC;1.47;Clear
2022-03-24 03:00:00 +0000 UTC;1.36;Clear
2022-03-24 04:00:00 +0000 UTC;1.53;Clear
2022-03-24 05:00:00 +0000 UTC;-1.05;Clear
2022-03-24 06:00:00 +0000 UTC;1.74;Clear
2022-03-24 07:00:00 +0000 UTC;2.17;Clear
2022-03-24 08:00:00 +0000 UTC;3.14;Clear
2022-03-24 09:00:00 +0000 UTC;5.44;Clouds
2022-03-24 10:00:00 +0000 UTC;6.69;Clouds
2022-03-24 11:00:00 +0000 UTC;7.05;Clear
2022-03-24 12:00:00 +0000 UTC;8.25;Clear
2022-03-24 13:00:00 +0000 UTC;8.51;Clear
2022-03-24 14:00:00 +0000 UTC;8.93;Clear
2022-03-24 15:00:00 +0000 UTC;8.63;Clear
2022-03-24 16:00:00 +0000 UTC;7.66;Clear
2022-03-24 17:00:00 +0000 UTC;7.7;Clear
2022-03-24 18:00:00 +0000 UTC;6.05;Clear
2022-03-24 19:00:00 +0000 UTC;4.34;Clear
2022-03-24 20:00:00 +0000 UTC;3.26;Clear
2022-03-24 21:00:00 +0000 UTC;4.09;Clear
2022-03-24 22:00:00 +0000 UTC;3.24;Clear
2022-03-24 23:00:00 +0000 UTC;3.06;Clouds
2022-03-25 00:00:00 +0000 UTC;4.7;Clouds
2022-03-25 01:00:00 +0000 UTC;2.47;Clouds
2022-03-25 02:00:00 +0000 UTC;4.37;Clear
2022-03-25 03:00:00 +0000 UTC;2.32;Clear
2022-03-25 04:00:00 +0000 UTC;4.19;Clouds
2022-03-25 05:00:00 +0000 UTC;2.47;Clouds
2022-03-25 06:00:00 +0000 UTC;4.29;Clouds
2022-03-25 07:00:00 +0000 UTC;5.36;Clear
2022-03-25 08:00:00 +0000 UTC;6.16;Clear
2022-03-25 09:00:00 +0000 UTC;7.47;Clouds
2022-03-25 10:00:00 +0000 UTC;8.75;Clouds
2022-03-25 11:00:00 +0000 UTC;8.76;Clouds
2022-03-25 12:00:00 +0000 UTC;9.72;Clear
2022-03-25 13:00:00 +0000 UTC;10.63;Clouds
2022-03-25 14:00:00 +0000 UTC;10.31;Clouds
2022-03-25 15:00:00 +0000 UTC;9.6;Clouds
2022-03-25 16:00:00 +0000 UTC;8.55;Clouds
2022-03-25 17:00:00 +0000 UTC;7.41;Clouds
2022-03-25 18:00:00 +0000 UTC;7.48;Clouds
2022-03-25 19:00:00 +0000 UTC;7.43;Clouds
2022-03-25 20:00:00 +0000 UTC;6.76;Clouds
2022-03-25 21:00:00 +0000 UTC;7.42;Clouds
2022-03-25 22:00:00 +0000 UTC;6.88;Clouds
2022-03-25 23:00:00 +0000 UTC;7.33;Clouds
2022-03-26 00:00:00 +0000 UTC;6.17;Clouds
2022-03-26 01:00:00 +0000 UTC;6.13;Clouds
2022-03-26 02:00:00 +0000 UTC;5.83;Clouds
2022-03-26 03:00:00 +0000 UTC;5.81;Clouds
2022-03-26 04:00:00 +0000 UTC;5.41;Clouds
2022-03-26 05:00:00 +0000 UTC;4.31;Clouds
2022-03-26 06:00:00 +0000 UTC;4.38;Clouds
2022-03-26 07:00:00 +0000 UTC;4.78;Clouds
2022-03-26 08:00:00 +0000 UTC;8.01;Clouds
2022-03-26 09:00:00 +0000 UTC;10.25;Clouds
2022-03-26 10:00:00 +0000 UTC;10.73;Clouds
2022-03-26 11:00:00 +0000 UTC;12.2;Clouds
2022-03-26 12:00:00 +0000 UTC;12.39;Clear
2022-03-26 13:00:00 +0000 UTC;12.17;Clouds
2022-03-26 14:00:00 +0000 UTC;10.28;Clouds
2022-03-26 15:00:00 +0000 UTC;11.63;Clear
2022-03-26 16:00:00 +0000 UTC;10.93;Clouds
2022-03-26 17:00:00 +0000 UTC;9.55;Clouds
2022-03-26 18:00:00 +0000 UTC;6.5;Clouds
2022-03-26 19:00:00 +0000 UTC;4.64;Clouds
2022-03-26 20:00:00 +0000 UTC;3.96;Clouds
2022-03-26 21:00:00 +0000 UTC;3.19;Clouds
2022-03-26 22:00:00 +0000 UTC;4;Clouds
2022-03-26 23:00:00 +0000 UTC;2.84;Clouds
2022-03-27 00:00:00 +0000 UTC;2;Clouds
2022-03-27 01:00:00 +0000 UTC;2.21;Clear
2022-03-27 02:00:00 +0000 UTC;1.71;Clouds
2022-03-27 03:00:00 +0000 UTC;1.5;Clouds
2022-03-27 04:00:00 +0000 UTC;2.61;Clear
2022-03-27 05:00:00 +0000 UTC;2.47;Clear
2022-03-27 06:00:00 +0000 UTC;3.1;Clouds
2022-03-27 07:00:00 +0000 UTC;5.54;Clouds
2022-03-27 08:00:00 +0000 UTC;6.82;Clouds
2022-03-27 09:00:00 +0000 UTC;7.4;Clouds
2022-03-27 10:00:00 +0000 UTC;8.02;Clouds
2022-03-27 11:00:00 +0000 UTC;9.76;Clouds
2022-03-27 12:00:00 +0000 UTC;9.83;Clouds
2022-03-27 13:00:00 +0000 UTC;8.77;Clear
2022-03-27 14:00:00 +0000 UTC;9.3;Clouds
2022-03-27 15:00:00 +0000 UTC;8.82;Clear
2022-03-27 16:00:00 +0000 UTC;8.4;Clear
2022-03-27 17:00:00 +0000 UTC;7.42;Clear
2022-03-27 18:00:00 +0000 UTC;5.22;Clear
2022-03-27 19:00:00 +0000 UTC;4.95;Clear
2022-03-27 20:00:00 +0000 UTC;4.52;Clear
2022-03-27 21:00:00 +0000 UTC;5.12;Clouds
2022-03-27 22:00:00 +0000 UTC;5.01;Clouds
2022-03-27 23:00:00 +0000 UTC;5.16;Clouds
2022-03-28 00:00:00 +0000 UTC;5.87;Clouds
2022-03-28 01:00:00 +0000 UTC;5.13;Clouds
2022-03-28 02:00:00 +0000 UTC;4.53;Clouds
2022-03-28 03:00:00 +0000 UTC;4.61;Clear
2022-03-28 04:00:00 +0000 UTC;4.84;Clouds
2022-03-28 05:00:00 +0000 UTC;4.91;Clouds
2022-03-28 06:00:00 +0000 UTC;5.53;Clouds
2022-03-28 07:00:00 +0000 UTC;5.34;Clouds
2022-03-28 08:00:00 +0000 UTC;5.87;Clouds
2022-03-28 09:00:00 +0000 UTC;6.4;Clouds
2022-03-28 10:00:00 +0000 UTC;6.6;Clouds
2022-03-28 11:00:00 +0000 UTC;7.97;Clouds
2022-03-28 12:00:00 +0000 UTC;8.64;Clouds
2022-03-28 13:00:00 +0000 UTC;9.01;Clear
2022-03-28 14:00:00 +0000 UTC;8.96;Clear
2022-03-28 15:00:00 +0000 UTC;9.23;Clouds
2022-03-28 16:00:00 +0000 UTC;8.71;Clouds
2022-03-28 17:00:00 +0000 UTC;7.18;Clouds
2022-03-28 18:00:00 +0000 UTC;5.88;Clouds
2022-03-28 19:00:00 +0000 UTC;5.29;Clouds
2022-03-28 20:00:00 +0000 UTC;5.1;Clouds
2022-03-28 21:00:00 +0000 UTC;4.22;Clouds
2022-03-28 22:00:00 +0000 UTC;4.9;Clouds
2022-03-28 23:00:00 +0000 UTC;2.56;Clouds
2022-03-29 00:00:00 +0000 UTC;1.05;Clouds
2022-03-29 01:00:00 +0000 UTC;1.98;Clouds
2022-03-29 02:00:00 +0000 UTC;1.25;Clouds
2022-03-29 03:00:00 +0000 UTC;1.74;Clouds
2022-03-29 04:00:00 +0000 UTC;0.99;Clouds
2022-03-29 05:00:00 +0000 UTC;0.84;Clouds
2022-03-29 06:00:00 +0000 UTC;0.85;Clouds
2022-03-29 07:00:00 +0000 UTC;0.94;Clouds
2022-03-29 08:00:00 +0000 UTC;3.35;Clouds
2022-03-29 09:00:00 +0000 UTC;6.35;Clouds
2022-03-29 10:00:00 +0000 UTC;7.32;Clear
2022-03-29 11:00:00 +0000 UTC;6.65;Clear
2022-03-29 12:00:00 +0000 UTC;7.39;Clouds
2022-03-29 13:00:00 +0000 UTC;7.63;Clouds
2022-03-29 14:00:00 +0000 UTC;6.49;Clouds
2022-03-29 15:00:00 +0000 UTC;6.79;Clouds
2022-03-29 16:00:00 +0000 UTC;5.24;Clouds
2022-03-29 17:00:00 +0000 UTC;2.18;Clouds
2022-03-29 18:00:00 +0000 UTC;0.21;Clouds
2022-03-29 19:00:00 +0000 UTC;0.2;Clear
2022-03-29 20:00:00 +0000 UTC;-0.99;Clear
2022-03-29 21:00:00 +0000 UTC;-3.04;Clear
2022-03-29 22:00:00 +0000 UTC;-3.04;Clear
2022-03-29 23:00:00 +0000 UTC;-2.77;Clouds
2022-03-30 00:00:00 +0000 UTC;-2.84;Clouds
2022-03-30 01:00:00 +0000 UTC;-2.65;Clouds
2022-03-30 02:00:00 +0000 UTC;-3.1;Clouds
2022-03-30 03:00:00 +0000 UTC;-3.67;Clouds
2022-03-30 04:00:00 +0000 UTC;-3.49;Clear
2022-03-30 05:00:00 +0000 UTC;-3.56;Clear
2022-03-30 06:00:00 +0000 UTC;-2.56;Clear
2022-03-30 07:00:00 +0000 UTC;-0.73;Clear
2022-03-30 08:00:00 +0000 UTC;1.02;Clear
2022-03-30 09:00:00 +0000 UTC;2.36;Clouds
2022-03-30 10:00:00 +0000 UTC;3.48;Clear
2022-03-30 11:00:00 +0000 UTC;4.39;Clear
2022-03-30 12:00:00 +0000 UTC;4.95;Clouds
2022-03-30 13:00:00 +0000 UTC;5.81;Clouds
2022-03-30 14:00:00 +0000 UTC;4.93;Clouds
2022-03-30 15:00:00 +0000 UTC;5.81;Clouds
2022-03-30 16:00:00 +0000 UTC;4.52;Clouds
2022-03-30 17:00:00 +0000 UTC;3.42;Clear
2022-03-30 18:00:00 +0000 UTC;0.7;Clear
2022-03-30 19:00:00 +0000 UTC;-0.81;Clear
2022-03-30 20:00:00 +0000 UTC;-0.96;Clear
2022-03-30 21:00:00 +0000 UTC;-1.86;Clear
2022-03-30 22:00:00 +0000 UTC;-1.74;Clouds
2022-03-30 23:00:00 +0000 UTC;-1.35;Clouds
2022-03-31 00:00:00 +0000 UTC;-1.92;Clouds
2022-03-31 01:00:00 +0000 UTC;-1.49;Clear
2022-03-31 02:00:00 +0000 UTC;-2.69;Clear
2022-03-31 03:00:00 +0000 UTC;-3.85;Clear
2022-03-31 04:00:00 +0000 UTC;-3.14;Clear
2022-03-31 05:00:00 +0000 UTC;-3.08;Clear
2022-03-31 06:00:00 +0000 UTC;-1.86;Clear
2022-03-31 07:00:00 +0000 UTC;0.08;Clear
2022-03-31 08:00:00 +0000 UTC;2.71;Clear
2022-03-31 09:00:00 +0000 UTC;5.16;Clouds
2022-03-31 10:00:00 +0000 UTC;4.88;Clouds
2022-03-31 11:00:00 +0000 UTC;4.13;Clear
2022-03-31 12:00:00 +0000 UTC;4.63;Clouds
2022-03-31 13:00:00 +0000 UTC;4.78;Clouds
2022-03-31 14:00:00 +0000 UTC;4.29;Clouds
2022-03-31 15:00:00 +0000 UTC;4.89;Clouds
2022-03-31 16:00:00 +0000 UTC;3.11;Clouds
2022-03-31 17:00:00 +0000 UTC;4.07;Clear
2022-03-31 18:00:00 +0000 UTC;1.01;Clear
2022-03-31 19:00:00 +0000 UTC;-0.89;Snow
2022-03-31 20:00:00 +0000 UTC;-2.3;Snow
2022-03-31 21:00:00 +0000 UTC;-0.79;Snow
2022-03-31 22:00:00 +0000 UTC;-1.27;Snow
2022-03-31 23:00:00 +0000 UTC;-2.05;Clear
2022-04-01 00:00:00 +0000 UTC;-2.25;Clear
2022-04-01 01:00:00 +0000 UTC;-2.76;Clear
2022-04-01 02:00:00 +0000 UTC;-2.92;Clear
2022-04-01 03:00:00 +0000 UTC;-3.05;Clear
2022-04-01 04:00:00 +0000 UTC;-2.66;Clear
2022-04-01 05:00:00 +0000 UTC;-3.56;Clouds
2022-04-01 06:00:00 +0000 UTC;-3.74;Clouds
2022-04-01 07:00:00 +0000 UTC;-0.07;Clouds
2022-04-01 08:00:00 +0000 UTC;2.38;Clouds
2022-04-01 09:00:00 +0000 UTC;3.84;Clouds
2022-04-01 10:00:00 +0000 UTC;4.36;Clouds
2022-04-01 11:00:00 +0000 UTC;5.04;Clouds
2022-04-01 12:00:00 +0000 UTC;3.96;Clouds
2022-04-01 13:00:00 +0000 UTC;4.36;Clouds
2022-04-01 14:00:00 +0000 UTC;3.95;Clouds
2022-04-01 15:00:00 +0000 UTC;3.74;Clouds
2022-04-01 16:00:00 +0000 UTC;3.51;Clouds
2022-04-01 17:00:00 +0000 UTC;2.94;Clouds
2022-04-01 18:00:00 +0000 UTC;0.73;Clouds
2022-04-01 19:00:00 +0000 UTC;-1.23;Clouds
2022-04-01 20:00:00 +0000 UTC;-0.08;Clear
2022-04-01 21:00:00 +0000 UTC;-0.92;Clear
2022-04-01 22:00:00 +0000 UTC;-1.56;Clouds
2022-04-01 23:00:00 +0000 UTC;-1.71;Clear
2022-04-02 00:00:00 +0000 UTC;-4.18;Clear
2022-04-02 01:00:00 +0000 UTC;-3.68;Clear
2022-04-02 02:00:00 +0000 UTC;-2.71;Clouds
2022-04-02 03:00:00 +0000 UTC;-3.33;Clouds
2022-04-02 04:00:00 +0000 UTC;-3.16;Clouds
2022-04-02 05:00:00 +0000 UTC;-3.61;Clear
2022-04-02 06:00:00 +0000 UTC;-1.9;Clear
2022-04-02 07:00:00 +0000 UTC;0.04;Clear
2022-04-02 08:00:00 +0000 UTC;3.22;Clear
2022-04-02 09:00:00 +0000 UTC;4.89;Clouds
2022-04-02 10:00:00 +0000 UTC;4.45;Clouds
2022-04-02 11:00:00 +0000 UTC;3.65;Clouds
2022-04-02 12:00:00 +0000 UTC;3.49;Clouds
2022-04-02 13:00:00 +0000 UTC;4.92;Clouds
2022-04-02 14:00:00 +0000 UTC;5.25;Clouds
2022-04-02 15:00:00 +0000 UTC;4.96;Clouds
2022-04-02 16:00:00 +0000 UTC;4.63;Clear
2022-04-02 17:00:00 +0000 UTC;3.8;Clear
2022-04-02 18:00:00 +0000 UTC;2.57;Clear
2022-04-02 19:00:00 +0000 UTC;0.61;Clear
2022-04-02 20:00:00 +0000 UTC;1.93;Clear
2022-04-02 21:00:00 +0000 UTC;1.9;Clear
2022-04-02 22:00:00 +0000 UTC;1.79;Clouds
2022-04-02 23:00:00 +0000 UTC;0.73;Clouds
2022-04-03 00:00:00 +0000 UTC;-1.09;Clouds
2022-04-03 01:00:00 +0000 UTC;-2.09;Clouds
2022-04-03 02:00:00 +0000 UTC;-1.35;Clouds
2022-04-03 03:00:00 +0000 UTC;-1.5;Clouds
2022-04-03 04:00:00 +0000 UTC;-2.09;Clouds
2022-04-03 05:00:00 +0000 UTC;-0.77;Clouds
2022-04-03 06:00:00 +0000 UTC;1.66;Clear
2022-04-03 07:00:00 +0000 UTC;2.7;Clear
2022-04-03 08:00:00 +0000 UTC;4.69;Clouds
2022-04-03 09:00:00 +0000 UTC;6.05;Clear
2022-04-03 10:00:00 +0000 UTC;6.57;Clouds
2022-04-03 11:00:00 +0000 UTC;6.96;Clouds
2022-04-03 12:00:00 +0000 UTC;6.68;Clouds
2022-04-03 13:00:00 +0000 UTC;6.92;Clouds
2022-04-03 14:00:00 +0000 UTC;6.47;Clouds
2022-04-03 15:00:00 +0000 UTC;6.84;Clouds
2022-04-03 16:00:00 +0000 UTC;6.07;Clouds
2022-04-03 17:00:00 +0000 UTC;5.16;Clouds
2022-04-03 18:00:00 +0000 UTC;4.56;Clouds
2022-04-03 19:00:00 +0000 UTC;4.57;Clouds
2022-04-03 20:00:00 +0000 UTC;4.94;Clouds
2022-04-03 21:00:00 +0000 UTC;4.98;Clouds
2022-04-03 22:00:00 +0000 UTC;5.5;Clouds
2022-04-03 23:00:00 +0000 UTC;5.52;Clouds
2022-04-04 00:00:00 +0000 UTC;5.41;Rain
2022-04-04 01:00:00 +0000 UTC;4.37;Rain
2022-04-04 02:00:00 +0000 UTC;4.34;Rain
2022-04-04 03:00:00 +0000 UTC;4.05;Rain
2022-04-04 04:00:00 +0000 UTC;3.45;Rain
2022-04-04 05:00:00 +0000 UTC;2.99;Rain
2022-04-04 06:00:00 +0000 UTC;2.92;Rain
2022-04-04 07:00:00 +0000 UTC;3.45;Rain
2022-04-04 08:00:00 +0000 UTC;3.45;Rain
2022-04-04 09:00:00 +0000 UTC;3.23;Rain
2022-04-04 10:00:00 +0000 UTC;2.73;Rain
2022-04-04 11:00:00 +0000 UTC;4.35;Rain
2022-04-04 12:00:00 +0000 UTC;5.84;Rain
2022-04-04 13:00:00 +0000 UTC;5.7;Rain
2022-04-04 14:00:00 +0000 UTC;5.12;Rain
2022-04-04 15:00:00 +0000 UTC;4.9;Rain
2022-04-04 16:00:00 +0000 UTC;4.22;Clouds
2022-04-04 17:00:00 +0000 UTC;4.33;Clouds
2022-04-04 18:00:00 +0000 UTC;4.31;Clouds
2022-04-04 19:00:00 +0000 UTC;3.68;Clouds
2022-04-04 20:00:00 +0000 UTC;3.28;Clouds
2022-04-04 21:00:00 +0000 UTC;2.64;Clouds
2022-04-04 22:00:00 +0000 UTC;2.04;Clouds
2022-04-04 23:00:00 +0000 UTC;1.55;Clouds
2022-04-05 00:00:00 +0000 UTC;0.98;Clouds
2022-04-05 01:00:00 +0000 UTC;0.11;Clear
2022-04-05 02:00:00 +0000 UTC;-0.5;Clear
2022-04-05 03:00:00 +0000 UTC;0.05;Clear
2022-04-05 04:00:00 +0000 UTC;-0.03;Clouds
2022-04-05 05:00:00 +0000 UTC;-0.6;Clouds
2022-04-05 06:00:00 +0000 UTC;1.32;Clouds
2022-04-05 07:00:00 +0000 UTC;3.05;Clouds
2022-04-05 08:00:00 +0000 UTC;4.66;Clouds
2022-04-05 09:00:00 +0000 UTC;4.9;Clouds
2022-04-05 10:00:00 +0000 UTC;4.82;Clouds
2022-04-05 11:00:00 +0000 UTC;5.03;Clouds
2022-04-05 12:00:00 +0000 UTC;4.87;Clouds
2022-04-05 13:00:00 +0000 UTC;5.94;Clouds
2022-04-05 14:00:00 +0000 UTC;6.39;Clouds
2022-04-05 15:00:00 +0000 UTC;5.89;Clouds
2022-04-05 16:00:00 +0000 UTC;5.47;Clouds
2022-04-05 17:00:00 +0000 UTC;4.42;Clouds
2022-04-05 18:00:00 +0000 UTC;2.31;Clouds
2022-04-05 19:00:00 +0000 UTC;1.08;Snow
2022-04-05 20:00:00 +0000 UTC;-0.25;Clouds
2022-04-05 21:00:00 +0000 UTC;-0.67;Clouds
2022-04-05 22:00:00 +0000 UTC;-2.1;Clouds
2022-04-05 23:00:00 +0000 UTC;-1.35;Clouds
2022-04-06 00:00:00 +0000 UTC;-1.35;Clouds
2022-04-06 01:00:00 +0000 UTC;-1.35;Clouds
2022-04-06 02:00:00 +0000 UTC;-0.88;Clouds
2022-04-06 03:00:00 +0000 UTC;-0.28;Clouds
2022-04-06 04:00:00 +0000 UTC;-0.11;Clouds
2022-04-06 05:00:00 +0000 UTC;0.3;Clouds
2022-04-06 06:00:00 +0000 UTC;1.15;Clouds
2022-04-06 07:00:00 +0000 UTC;2.26;Rain
2022-04-06 08:00:00 +0000 UTC;1.47;Rain
2022-04-06 09:00:00 +0000 UTC;0.74;Rain
2022-04-06 10:00:00 +0000 UTC;1.1;Rain
2022-04-06 11:00:00 +0000 UTC;0.89;Rain
2022-04-06 12:00:00 +0000 UTC;1.08;Rain
2022-04-06 13:00:00 +0000 UTC;1.56;Rain
2022-04-06 14:00:00 +0000 UTC;1.04;Rain
2022-04-06 15:00:00 +0000 UTC;1.82;Rain
2022-04-06 16:00:00 +0000 UTC;2;Rain
2022-04-06 17:00:00 +0000 UTC;1.73;Snow
2022-04-06 18:00:00 +0000 UTC;1.69;Snow
2022-04-06 19:00:00 +0000 UTC;1.79;Snow
2022-04-06 20:00:00 +0000 UTC;2.44;Rain
2022-04-06 21:00:00 +0000 UTC;3.1;Rain
2022-04-06 22:00:00 +0000 UTC;3.98;Rain
2022-04-06 23:00:00 +0000 UTC;4.3;Rain
2022-04-07 00:00:00 +0000 UTC;4.73;Rain
2022-04-07 01:00:00 +0000 UTC;4.65;Rain
2022-04-07 02:00:00 +0000 UTC;4.49;Rain
2022-04-07 03:00:00 +0000 UTC;4.48;Rain
2022-04-07 04:00:00 +0000 UTC;4.5;Rain
2022-04-07 05:00:00 +0000 UTC;4.02;Rain
2022-04-07 06:00:00 +0000 UTC;4.32;Rain
2022-04-07 07:00:00 +0000 UTC;4.72;Rain
2022-04-07 08:00:00 +0000 UTC;5.14;Rain
2022-04-07 09:00:00 +0000 UTC;5.36;Rain
2022-04-07 10:00:00 +0000 UTC;5.5;Rain
2022-04-07 11:00:00 +0000 UTC;5.4;Rain
2022-04-07 12:00:00 +0000 UTC;5.45;Rain
2022-04-07 13:00:00 +0000 UTC;5.86;Rain
2022-04-07 14:00:00 +0000 UTC;5.67;Rain
2022-04-07 15:00:00 +0000 UTC;6.22;Rain
2022-04-07 16:00:00 +0000 UTC;5.69;Rain
2022-04-07 17:00:00 +0000 UTC;5.13;Rain
2022-04-07 18:00:00 +0000 UTC;4.91;Clouds
2022-04-07 19:00:00 +0000 UTC;4.07;Rain
2022-04-07 20:00:00 +0000 UTC;4.26;Rain
2022-04-07 21:00:00 +0000 UTC;3.73;Rain
2022-04-07 22:00:00 +0000 UTC;1.49;Clouds
2022-04-07 23:00:00 +0000 UTC;1.08;Clouds
2022-04-08 00:00:00 +0000 UTC;0.5;Clouds
2022-04-08 01:00:00 +0000 UTC;0.18;Clouds
2022-04-08 02:00:00 +0000 UTC;0.45;Clouds
2022-04-08 03:00:00 +0000 UTC;0.2;Clouds
2022-04-08 04:00:00 +0000 UTC;0.15;Clouds
2022-04-08 05:00:00 +0000 UTC;0.06;Clouds
2022-04-08 06:00:00 +0000 UTC;-0.12;Snow
2022-04-08 07:00:00 +0000 UTC;0.1;Snow
2022-04-08 08:00:00 +0000 UTC;1.14;Snow
2022-04-08 09:00:00 +0000 UTC;1.75;Snow
2022-04-08 10:00:00 +0000 UTC;2.59;Rain
2022-04-08 11:00:00 +0000 UTC;3.08;Clouds
2022-04-08 12:00:00 +0000 UTC;4.02;Clouds
2022-04-08 13:00:00 +0000 UTC;2.85;Clouds
2022-04-08 14:00:00 +0000 UTC;3.42;Clouds
2022-04-08 15:00:00 +0000 UTC;5.04;Clouds
2022-04-08 16:00:00 +0000 UTC;3.92;Clouds
2022-04-08 17:00:00 +0000 UTC;3.73;Clouds
2022-04-08 18:00:00 +0000 UTC;2.43;Clouds
2022-04-08 19:00:00 +0000 UTC;2.15;Clouds
2022-04-08 20:00:00 +0000 UTC;2.16;Clouds
2022-04-08 21:00:00 +0000 UTC;2.24;Clouds
2022-04-08 22:00:00 +0000 UTC;2.05;Rain
2022-04-08 23:00:00 +0000 UTC;1.9;Rain
2022-04-09 00:00:00 +0000 UTC;1.91;Clouds
2022-04-09 01:00:00 +0000 UTC;0.07;Snow
2022-04-09 02:00:00 +0000 UTC;2.03;Clouds
2022-04-09 03:00:00 +0000 UTC;1.73;Clouds
2022-04-09 04:00:00 +0000 UTC;1.58;Clouds
2022-04-09 05:00:00 +0000 UTC;1.43;Clouds
2022-04-09 06:00:00 +0000 UTC;3.79;Clouds
2022-04-09 07:00:00 +0000 UTC;4.93;Clouds
2022-04-09 08:00:00 +0000 UTC;5.57;Clouds
2022-04-09 09:00:00 +0000 UTC;5.74;Clear
2022-04-09 10:00:00 +0000 UTC;6.53;Clouds
2022-04-09 11:00:00 +0000 UTC;6.86;Clouds
2022-04-09 12:00:00 +0000 UTC;7.44;Clouds
2022-04-09 13:00:00 +0000 UTC;7.29;Clouds
2022-04-09 14:00:00 +0000 UTC;7.83;Clouds
2022-04-09 15:00:00 +0000 UTC;7.54;Clouds
2022-04-09 16:00:00 +0000 UTC;7.56;Clouds
2022-04-09 17:00:00 +0000 UTC;6.8;Clouds
2022-04-09 18:00:00 +0000 UTC;5.73;Clouds
2022-04-09 19:00:00 +0000 UTC;5.14;Clouds
2022-04-09 20:00:00 +0000 UTC;4.66;Clear
2022-04-09 21:00:00 +0000 UTC;4.51;Clear
2022-04-09 22:00:00 +0000 UTC;4.5;Clouds
2022-04-09 23:00:00 +0000 UTC;4.53;Clouds
2022-04-10 00:00:00 +0000 UTC;4.52;Clear
2022-04-10 01:00:00 +0000 UTC;4.53;Clouds
2022-04-10 02:00:00 +0000 UTC;4.03;Clouds
2022-04-10 03:00:00 +0000 UTC;3.73;Clouds
2022-04-10 04:00:00 +0000 UTC;3.61;Clouds
2022-04-10 05:00:00 +0000 UTC;3.81;Clear
2022-04-10 06:00:00 +0000 UTC;5.84;Clear
2022-04-10 07:00:00 +0000 UTC;6.39;Clear
2022-04-10 08:00:00 +0000 UTC;6.92;Clear
2022-04-10 09:00:00 +0000 UTC;7.51;Clear
2022-04-10 10:00:00 +0000 UTC;7.19;Clouds
2022-04-10 11:00:00 +0000 UTC;7.71;Clouds
2022-04-10 12:00:00 +0000 UTC;7.6;Clouds
2022-04-10 13:00:00 +0000 UTC;7.89;Clear
2022-04-10 14:00:00 +0000 UTC;7.71;Clear
2022-04-10 15:00:00 +0000 UTC;8.03;Clear
2022-04-10 16:00:00 +0000 UTC;7.56;Clear
2022-04-10 17:00:00 +0000 UTC;7.19;Clear
2022-04-10 18:00:00 +0000 UTC;5.86;Clear
2022-04-10 19:00:00 +0000 UTC;4.27;Clear
2022-04-10 20:00:00 +0000 UTC;4.13;Clear
2022-04-10 21:00:00 +0000 UTC;3.54;Clear
2022-04-10 22:00:00 +0000 UTC;3.42;Clear
2022-04-10 23:00:00 +0000 UTC;3.15;Clear
2022-04-11 00:00:00 +0000 UTC;3.03;Clear
2022-04-11 01:00:00 +0000 UTC;2.74;Clear
2022-04-11 02:00:00 +0000 UTC;2.23;Clouds
2022-04-11 03:00:00 +0000 UTC;1.59;Clouds
2022-04-11 04:00:00 +0000 UTC;3.05;Clouds
2022-04-11 05:00:00 +0000 UTC;3.69;Clear
2022-04-11 06:00:00 +0000 UTC;5.8;Clear
2022-04-11 07:00:00 +0000 UTC;7.19;Clear
2022-04-11 08:00:00 +0000 UTC;7.25;Clear
2022-04-11 09:00:00 +0000 UTC;8.14;Clear
2022-04-11 10:00:00 +0000 UTC;8.15;Clear
2022-04-11 11:00:00 +0000 UTC;8.22;Clear
2022-04-11 12:00:00 +0000 UTC;7.78;Clear
2022-04-11 13:00:00 +0000 UTC;7.57;Clear
2022-04-11 14:00:00 +0000 UTC;7.43;Clouds
2022-04-11 15:00:00 +0000 UTC;7.52;Clouds
2022-04-11 16:00:00 +0000 UTC;7.26;Clouds
2022-04-11 17:00:00 +0000 UTC;6.64;Clouds
2022-04-11 18:00:00 +0000 UTC;5.81;Clouds
2022-04-11 19:00:00 +0000 UTC;3.12;Clouds
2022-04-11 20:00:00 +0000 UTC;2.92;Clouds
2022-04-11 21:00:00 +0000 UTC;2.7;Clouds
2022-04-11 22:00:00 +0000 UTC;2.73;Clouds
2022-04-11 23:00:00 +0000 UTC;1.7;Clear
2022-04-12 00:00:00 +0000 UTC;0.25;Clouds
2022-04-12 01:00:00 +0000 UTC;0.26;Clouds
2022-04-12 02:00:00 +0000 UTC;-0.77;Clouds
2022-04-12 03:00:00 +0000 UTC;-0.44;Clouds
2022-04-12 04:00:00 +0000 UTC;-0.23;Clouds
2022-04-12 05:00:00 +0000 UTC;-0.57;Clouds
2022-04-12 06:00:00 +0000 UTC;1.42;Clouds
2022-04-12 07:00:00 +0000 UTC;5.1;Clouds
2022-04-12 08:00:00 +0000 UTC;7.9;Clouds
2022-04-12 09:00:00 +0000 UTC;9.31;Clouds
2022-04-12 10:00:00 +0000 UTC;9.76;Clouds
2022-04-12 11:00:00 +0000 UTC;9.77;Clouds
2022-04-12 12:00:00 +0000 UTC;9.89;Clouds
2022-04-12 13:00:00 +0000 UTC;9.18;Clouds
2022-04-12 14:00:00 +0000 UTC;8.89;Clouds
